TelegramFileName,Type,Topic,SeriesName,SubTopic,Serial,OriginalAuthor,Location/Online,Sheikh,DateInArabic,DateInGreg,ClipLength,Category,doubtsStatus
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,25.12.2025,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
AUDIO-2025-12-25-21-15-03.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,كتاب اللعان,الثاني,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,٤ / ٧ / ١٤٤٧,26.12.2025,21:52,Hadeeth,none
AUDIO-2025-12-26-14-10-13.m4a,Khutba,بدع شهر رجب,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,الجمعة ٦ / ٧ / ١٤٤٧,26.12.2025,09:40,Other,none
AUDIO-2025-12-27-10-21-24.m4a,Series,Not Available,Not Available,Not Available,الثاني,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٧ / ٧ / ١٤٤٧,28.12.2025,43:18,Other,Series name not clearly identified
AUDIO-2025-12-27-10-21-24.m4a,Series,Not Available,Not Available,Not Available,الثاني,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٧ / ٧ / ١٤٤٧,28.12.2025,37:48,Other,Series name not clearly identified; Original author not found
AUDIO-2025-12-27-10-25-24.m4a,Series,Not Available,Not Available,كتاب سبل السلام من الفوائد والأحكام,الثاني من كتاب الطهارة,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٧ / ٧ / ١٤٤٧,28.12.2025,1:11,Other,Series name not clearly identified
AUDIO-2025-12-27-19-31-11.m4a,Series,Not Available,التفسير الميسر,سورة الطارق,الخامس عشر,نخبة من أهل العلم,جامع الورود,حسن بن محمد منصور الدغريري,٧ / ٧ / ١٤٤٧,28.12.2025,06:31,Other,none
AUDIO-2025-12-27-19-33-23.m4a,Series,Not Available,Not Available,كتاب التعليقات البهية على الرسائل العقدية) بجامع الورود,Not Available,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٧ /٧/ ١٤٤٧,28.12.2025,1:04,Other,Series name not clearly identified; Serial number not found
AUDIO-2025-12-27-19-36-27.m4a,Series,Not Available,Not Available,Not Available,السابع,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٧ /٧ /١٤٤٧,28.12.2025,26:55,Other,Series name not clearly identified; Original author not found
AUDIO-2025-12-28-07-37-23.m4a,Series,Not Available,شرح السنة,Not Available,الثالث عشر,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٧ /٧ /١٤٤٧,28.12.2025,45:08,Aqeedah,none
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
AUDIO-2025-12-28-19-47-31.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,كتاب التوحيد,الثلاثون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,٨ /٧/ ١٤٤٧,28.12.2025,09:14,Aqeedah,none
AUDIO-2025-12-28-19-49-38.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,كتاب الصلاة بجامع الورود,التاسع من كتاب الصلاة,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٨ /٧ /١٤٤٧,28.12.2025,54:29,Hadeeth,none
AUDIO-2025-12-29-20-19-23.m4a,Series,Not Available,الملخص الفقهي,كتاب الصلاة (٦ ),السابع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,٩ / ٧/ ١٤٤٧,30.12.2025,10:29,Fiqh,none
AUDIO-2025-12-29-20-23-21.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,كتاب الصلاة بجامع الورود,العاشر من كتاب الصلاة,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٩ /٧ /١٤٤٧,30.12.2025,53:49,Hadeeth,none
AUDIO-2025-12-29-22-32-50.m4a,Series,Not Available,الأفنان الندية,كتاب الفرائض باب أنواع الإرث,الثالث,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,١٤٤٧/٧/٩,30.12.2025,46:48,Fiqh,none
AUDIO-2025-12-30-18-50-52.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,كتاب التوحيد,Not Available,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,١٠ /٧/ ١٤٤٧,31.12.2025,11:27,Aqeedah,Serial number not found
AUDIO-2025-12-30-21-23-04.m4a,Series,Not Available,منظومة سلم الوصول,Not Available,السادس عشر,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,١٠ /٧/ ١٤٤٧,31.12.2025,18:49,Aqeedah,none
AUDIO-2025-12-31-17-11-22.m4a,Series,Not Available,الملخص الفقهي,كتاب الصلاة (٧ ),الثامن والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,١١/ ٧/ ١٤٤٧,01.01.2026,19:26,Fiqh,none
AUDIO-2025-12-31-23-27-32.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,كتاب اللعان,الثالث,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,١٤٤٧/٧/١١,01.01.2026,21:03,Hadeeth,none
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.01.2026,Not Available,Other,Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.01.2026,Not Available,Other,Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
AUD-20260102-WA0003.mp3,Khutba,وقفات مع السيرة النبوية (٨),Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,الجمعة ١٢ / ٧ / ١٤٤٧,02.01.2026,12:27,Other,none
AUD-20260102-WA0002.m4a,Series,Not Available,Not Available,كتاب العلم والإيمان (من حديث ١,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,١٣/ ٧/ ١٤٤٧,02.01.2026,1:07,Other,Series name not clearly identified; Serial number not found; Original author not found
AUD-20260103-WA0003.opus,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,34:23,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
AUDIO-2026-01-03-09-52-35.m4a,Series,Not Available,Not Available,Not Available,الثاني,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,١٤/ ٧ / ١٤٤٧,03.01.2026,36:08,Other,Series name not clearly identified; Original author not found
AUDIO-2026-01-03-09-53-46.m4a,Series,Not Available,Not Available,Not Available,الثالث,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,١٤ /٧ / ١٤٤٧,03.01.2026,44:09,Other,Series name not clearly identified
Subulussalam.m4a,Series,Not Available,Not Available,كتاب سبل السلام من الفوائد والأحكام,الثالث من كتاب الطهارة,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,١٤ /٧ / ١٤٤٧,03.01.2026,46:17,Other,Series name not clearly identified
AUDIO-2026-01-07-19-05-05.m4a,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,١٨ / ٧ / ١٤٤٧,08.01.2026,48:20,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found
Not Available,Series,Not Available,Not Available,كتاب والسنة ؛ ومن ذلكم ما يلي:,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,كتاب الله ، وسنة نبيه صلى الله عليه وسلم ؛ وما كان عليه سلفنا الصالحين ؛ أوردت بعضها دلالةً على غيرها ؛ وأسأل الله أن يعظّم الإيمان في قلوبنا ، ومنهج أهل السنة والجماعة في أفعالنا ، اللهم اجعلنا من الدعاة إليك بعلمٍ واخلاصٍ وحكمة ؛ ولا تزغ قلوبنا عن الحق بعد إذ هديتنا إليه ؛ اللهم اجعل خير أعمالنا أواخرها ، وخير أعمارنا خواتمها ؛ وخير أيامنا يوم نلقاك ، وقد رضيت عنا وأرضيتنا .اللهم آمين .,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,كتاب الله، وسنة رسول الله صلى الله عليه وسلم على فهم السلف الصالح، وأن يأخذ بأقوال العلماء السلفيين الراسخين في العلم والحكمة في جميع مسائل الدين أصوله وفروعه، واجبه ومستحبه، حلاله وحرامه، محكمه ومتشابهه؛ ليسلم من مضلات الفتن، الظاهرة منها والباطنة، مع الإكثار من دعاء الله أن يريه الحق حقا؛ ويرزقه اتباعه، وأن يريه الباطل باطلاً؛ ويرزقه اجتنابه، وألا يجعله ملتبساً عليه فيضل؛ هذا والله أعلم، وصلى الله وسلم على نبينا محمد بن عبد الله وآله، وصحبه، وسلم عليهم تسليماً مزيداً»اهـ,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٢٢ / ٧ / ١٤٤٧,11.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,أحمد بن يحيى النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,13.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,14.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,14.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
كلمة_لابن_عقيل_عن_النجمي_رحمه_الله.mp3,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,15.01.2026,01:32,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
AUDIO-2026-01-16-14-51-11.m4a,Khutba,وقفات مع السيرة النبوية (٩),Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,الجمعة ٢٧ / ٧ / ١٤٤٧,16.01.2026,12:27,Other,none
Not Available,Series,Not Available,Not Available,باب ونحوها ، وقد قال الله تعالى : ( وَأَنَّ الْمَسَاجِدَ لِلَّهِ فَلَا تَدْعُوا مَعَ اللَّهِ أَحَدًا ) ( الجن : ١٨ ) وقال تعالى : ” وَإِذْ بَوَّأْنَا لِإِبْرَاهِيمَ مَكَانَ الْبَيْتِ أَن لَّا تُشْرِكْ بِي شَيْئًا وَطَهِّرْ بَيْتِيَ لِلطَّائِفِينَ وَالْقَائِمِينَ وَالرُّكَّعِ السُّجُودِ ” ( الحج : ٢٦ ) .,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
AUDIO-2026-01-17-14-52-58.m4a,Series,Not Available,Not Available,كتاب سبل السلام من الفوائد والأحكام,الرابع من كتاب الطهارة,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٢٨ /٧ /١٤٤٧,17.01.2026,43:41,Other,Series name not clearly identified
AUDIO-2026-01-17-14-54-56.m4a,Series,Not Available,Not Available,Not Available,الثالث,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٢٨/ ٧ / ١٤٤٧,17.01.2026,27:14,Other,Series name not clearly identified; Original author not found
AUDIO-2026-01-17-14-56-45.m4a,Series,Not Available,Not Available,Not Available,الرابع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٢٨ /٧ / ١٤٤٧,17.01.2026,37:06,Other,Series name not clearly identified
AUDIO-2026-01-17-19-28-05.m4a,Series,Not Available,شرح السنة,Not Available,الرابع عشر,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٢٨ /٧ /١٤٤٧,17.01.2026,45:08,Aqeedah,none
AUDIO-2026-01-17-21-35-58.m4a,Series,Not Available,Not Available,Not Available,الثامن,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٢٨ /٧ /١٤٤٧,17.01.2026,20:37,Other,Series name not clearly identified; Original author not found
AUDIO-2026-01-17-21-42-37.m4a,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٢٨ /٧ /١٤٤٧,17.01.2026,51:16,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found
ÇáÔíÎ ÍÓä Èä ãÍãÏ ãäÕæÑ ÏÛÑíÑí – ÝÖá ÇáÚáã æãäÒáÉ Ãåáå,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,32:54,Other,Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Not Available,Other,Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
Not Available,Series,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Not Available,Other,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found; Arabic date not found
AUDIO-2026-01-18-20-40-12.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,كتاب الصلاة بجامع الورود,الحادي عشر من كتاب الصلاة,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٢٩ /٧ /١٤٤٧,19.01.2026,32:54,Hadeeth,none
AUDIO-2026-01-18-20-41-26.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,كتاب التوحيد,الثاني والثلاثون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,٢٩ /٧/ ١٤٤٧,19.01.2026,13:35,Aqeedah,none
AUDIO-2026-01-18-21-18-16.m4a,Series,Not Available,الأفنان الندية,كتاب الفرائض باب من يرث بالنسب,الرابع,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,١٤٤٧/٧/٢٩,19.01.2026,17:21,Fiqh,none
AUDIO-2026-01-19-18-59-34.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,كتاب الصلاة بجامع الورود,الثاني عشر من كتاب الصلاة,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,٣٠ /٧ /١٤٤٧,19.01.2026,29:30,Hadeeth,none
AUDIO-2026-01-19-18-59-14.m4a,Series,Not Available,الملخص الفقهي,كتاب الصلاة (٨ ),التاسع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,٣٠/ ٧/ ١٤٤٧,19.01.2026,17:21,Fiqh,none
